Ano,Código da Área,Área de Avaliação,Nome da IES,Categoria Administrativa,Modalidade de Ensino,Município do Curso,Estado,Concluintes Inscritos,Concluintes Participantes,Conceito Enade (Contínuo),Conceito Enade (Faixa)
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO AMAZONAS,,,COARI,AM,17,13,0.988174961875257,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO AMAZONAS,,,HUMAITA,AM,14,12,1.65573628435758,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO AMAZONAS,,,ITACOATIARA,AM,30,24,1.49819874533554,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO AMAZONAS,,,MANAUS,AM,42,20,2.63368734552009,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PIAUÍ,,,PARNAIBA,PI,83,77,2.41790600908161,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PIAUÍ,,,PICOS,PI,113,94,1.1586548160475,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO PIAUÍ,,,TERESINA,PI,432,392,1.54468401448951,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE OURO PRETO,,,OURO PRETO,MG,55,51,2.25298343817441,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE SÃO CARLOS,,,SAO CARLOS,SP,32,30,2.6016800234423,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE SÃO CARLOS,,,SOROCABA,SP,10,9,4.16857466380042,5.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE VIÇOSA,,,FLORESTAL,MG,6,6,3.34265536681726,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE VIÇOSA,,,VICOSA,MG,57,55,2.79465499223684,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE LONDRINA,,,LONDRINA,PR,22,22,2.90249534125065,3.0
2014,702,MATEMÁTICA (LICENCIATURA),PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,,,CURITIBA,PR,18,16,3.13811365138462,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DO RIO GRANDE,,,RIO GRANDE,RS,7,4,2.75985166416782,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE CAXIAS DO SUL,,,CAXIAS DO SUL,RS,21,18,2.72996570480768,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO VALE DO RIO DOS SINOS,,,SAO LEOPOLDO,RS,41,37,3.53111925052177,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,ITUIUTABA,MG,8,7,3.74444504258629,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UBERLANDIA,MG,36,14,2.45417519810075,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CATÓLICA DE PELOTAS,,,PELOTAS,RS,12,12,1.4394558279606,2.0
2014,702,MATEMÁTICA (LICENCIATURA),PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,,,CAMPINAS,SP,17,14,2.77681814267344,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE PASSO FUNDO,,,CARAZINHO,RS,6,6,3.42407714999869,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE PASSO FUNDO,,,PASSO FUNDO,RS,16,13,1.85318676771093,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE PASSO FUNDO,,,SOLEDADE,RS,6,5,2.43649183099615,3.0
2014,702,MATEMÁTICA (LICENCIATURA),PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,,,PORTO ALEGRE,RS,17,17,4.38891629190052,5.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE PRESBITERIANA MACKENZIE,,,SAO PAULO,SP,8,8,4.53244634837665,5.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE SANTA CRUZ,,,ILHEUS,BA,37,35,2.00540922312338,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO CEARÁ,,,FORTALEZA,CE,86,47,2.6991445260565,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO CEARÁ,,,IGUATU,CE,13,8,1.86205267873541,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO CEARÁ,,,LIMOEIRO DO NORTE,CE,2,0,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO CEARÁ,,,QUIXADA,CE,14,6,2.63028431797938,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,ALAGOINHAS,BA,39,38,1.82703002365896,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,BARREIRAS,BA,69,61,1.7567610452904,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,CAETITE,BA,41,39,2.07236732673217,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,CRISTOPOLIS,BA,28,28,1.29971803099286,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,EUNAPOLIS,BA,34,34,1.22924942265599,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,IRECE,BA,31,31,1.9960806767516,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,ITABERABA,BA,26,26,1.84212193940299,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,JACOBINA,BA,44,41,1.61453547515657,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,JUAZEIRO,BA,22,21,1.46707969524411,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,PAULO AFONSO,BA,38,34,2.17112410932954,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,SALVADOR,BA,530,398,1.37126217261975,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,SENHOR DO BONFIM,BA,68,59,1.44816295127256,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,SERRINHA,BA,25,25,1.2692186140802,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DA BAHIA,,,TEIXEIRA DE FREITAS,BA,61,35,1.23296208558957,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,,,JOINVILLE,SC,22,22,3.4378776236636,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE GOIÁS,,,ANAPOLIS,GO,16,15,0.919869456918364,1.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE GOIÁS,,,FORMOSA,GO,23,19,2.78272993658675,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE GOIÁS,,,GOIAS,GO,25,24,1.46026358862306,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE GOIÁS,,,IPORA,GO,8,8,2.49735415456845,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE GOIÁS,,,JUSSARA,GO,13,12,1.37838336565854,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE GOIÁS,,,MORRINHOS,GO,41,37,1.57445535077448,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE GOIÁS,,,PORANGATU,GO,22,19,1.49230264703647,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE GOIÁS,,,POSSE,GO,26,22,1.78452102782188,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE GOIÁS,,,QUIRINOPOLIS,GO,24,23,1.64600949228039,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE GOIÁS,,,SANTA HELENA DE GOIAS,GO,11,11,1.28300549654554,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE CAMPINAS,,,CAMPINAS,SP,39,29,2.24123639434726,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,,,BAURU,SP,26,23,2.63076208920994,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,,,GUARATINGUETA,SP,40,36,3.86685909170651,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,,,ILHA SOLTEIRA,SP,14,14,4.22123555764292,5.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,,,PRESIDENTE PRUDENTE,SP,38,28,2.80965187917215,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,,,RIO CLARO,SP,30,24,2.8478535783211,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,,,SAO JOSE DO RIO PRETO,SP,50,42,2.91638767690936,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE MARINGÁ,,,MARINGA,PR,31,28,1.23450395454207,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO DE FRANCA,,,FRANCA,SP,8,8,3.72320059554975,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,,,APODI,RN,6,6,1.60574525607885,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,,,MOSSORO,RN,54,47,1.08267575056414,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,,,PATU,RN,18,18,0.545061768870145,1.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL,,,PALMARES,PE,64,60,1.29790629034266,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO DE ENSINO SUPERIOR DE ARCOVERDE,,,ARCOVERDE,PE,55,46,1.32025573956806,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE REGIONAL DE BLUMENAU,,,BLUMENAU,SC,12,12,3.28552274834591,4.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE,,,ALEGRE,ES,13,12,1.32743496431148,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO VALE DO ITAJAÍ,,,ITAJAI,SC,3,3,2.12121340264939,3.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ,,,MACAE,RJ,18,17,1.57817023832569,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ,,,SOBRAL,CE,97,56,2.11833544086572,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,,,SAO JOAO DEL REI,MG,52,51,2.32208906162589,3.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO CLARETIANO,,,BATATAIS,SP,351,265,2.16261072859365,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO SAGRADO CORAÇÃO,,,BAURU,SP,4,3,1.50294018271392,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE UBERABA,,,UBERABA,MG,181,137,1.73767721881739,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO DE RIO PRETO,,,SAO JOSE DO RIO PRETO,SP,20,18,1.81085265293894,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE SOROCABA,,,SOROCABA,SP,13,13,2.1474390358285,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTÁCIO DE SÁ,,,NOVA IGUACU,RJ,14,10,1.42412028960886,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTÁCIO DE SÁ,,,RIO DE JANEIRO,RJ,60,43,2.94896559705439,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE METODISTA DE SÃO PAULO,,,SAO BERNARDO DO CAMPO,SP,16,16,2.17609772602567,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CASTELO BRANCO,,,RIO DE JANEIRO,RJ,46,17,1.67856343136519,2.0
2014,702,MATEMÁTICA (LICENCIATURA),"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE DUQUE DE CAXIAS",,,DUQUE DE CAXIAS,RJ,8,5,1.73723355474499,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CRUZEIRO DO SUL,,,SAO PAULO,SP,58,52,1.18478509668683,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO DE VOTUPORANGA,,,VOTUPORANGA,SP,17,16,2.76138472844776,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CATÓLICA DE SANTOS,,,SANTOS,SP,17,15,2.5612595389323,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO OESTE PAULISTA,,,PRESIDENTE PRUDENTE,SP,6,6,3.8729888416562,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DO VALE DO PARAÍBA,,,SAO JOSE DOS CAMPOS,SP,14,11,1.99449828110868,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE SANTA CRUZ DO SUL,,,SANTA CRUZ DO SUL,RS,28,28,1.99876304907346,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE NOVE DE JULHO,,,SAO PAULO,SP,27,25,2.61895440459217,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CAMILO CASTELO BRANCO,,,SAO PAULO,SP,89,72,1.49222939113997,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE PAULISTA,,,SANTOS,SP,10,10,2.4395168911827,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE PAULISTA,,,SAO PAULO,SP,272,239,2.08343058414301,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE PAULISTA,,,BRASILIA,DF,9,8,3.87678034115559,4.0
2014,702,MATEMÁTICA (LICENCIATURA),PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,,,BELO HORIZONTE,MG,8,7,3.52398019407248,4.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,,,BELO HORIZONTE,MG,53,44,2.39039490384748,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE MONTES CLAROS,,,MONTES CLAROS,MG,19,18,3.06620652213506,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE ESTADUAL DE MONTES CLAROS,,,SAO FRANCISCO,MG,9,9,2.20270487467994,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE SANTO AMARO,,,SAO PAULO,SP,15,9,1.9148387640225,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,,,SAO PAULO,SP,35,30,1.48190691614715,2.0
2014,702,MATEMÁTICA (LICENCIATURA),CENTRO UNIVERSITÁRIO DE ANÁPOLIS,,,ANAPOLIS,GO,1,1,0.0,0.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE TIRADENTES,,,ARACAJU,SE,46,35,2.03528827585761,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CATÓLICA DE BRASÍLIA,,,BRASILIA,DF,34,22,2.7835553553577,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE PERNAMBUCO,,,GARANHUNS,PE,33,29,2.71534262654917,3.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE PERNAMBUCO,,,NAZARE DA MATA,PE,137,122,1.92174091072263,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE DE PERNAMBUCO,,,PETROLINA,PE,53,22,1.20087564384234,2.0
2014,702,MATEMÁTICA (LICENCIATURA),FACULDADE DE SÃO PAULO,,,SAO PAULO,SP,69,54,1.11989646452882,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE CIDADE DE SÃO PAULO,,,SAO PAULO,SP,20,20,1.1487621501409,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,,,ERECHIM,RS,10,9,1.71075451586752,2.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,,,FREDERICO WESTPHALEN,RS,12,12,3.20639114004898,4.0
2014,702,MATEMÁTICA (LICENCIATURA),UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,,,SANTO ANGELO,RS,4,0,0.0,0.0
